income,monthly_expenses,distance_to_college_work,travel_time_by_bus,transport_cost,bus_frequency,family_size,current_vehicle,loan_payment,savings,debt_focus,emergency_fund_status,investment_advice,car_recommendation
6130.0,2380.0,37.9,138.0,69.0,2.3,5,motorbike,0.0,2864.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2330.0,1000.0,43.8,143.0,53.0,0.9,1,motorbike,300.0,772.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4130.0,2520.0,29.4,80.0,55.0,1.5,2,none,0.0,898.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2760.0,1040.0,44.7,140.0,88.0,5.1,3,none,0.0,1037.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
470.0,200.0,15.7,114.0,13.0,0.2,1,motorbike,0.0,139.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1850.0,1170.0,19.2,144.0,35.0,0.1,2,none,0.0,509.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2190.0,1300.0,0.9,22.0,5.0,1.2,2,none,0.0,480.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2960.0,1590.0,40.4,141.0,58.0,5.0,1,none,410.0,885.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3650.0,1460.0,38.4,122.0,90.0,0.7,3,none,0.0,1197.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
630.0,340.0,18.5,77.0,55.0,1.9,2,car,230.0,40.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
5010.0,1860.0,12.6,114.0,24.0,0.1,3,none,0.0,2011.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1900.0,680.0,42.3,160.0,96.0,2.1,1,none,220.0,622.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5720.0,2090.0,30.9,112.0,39.0,3.3,4,none,2530.0,732.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6160.0,2880.0,41.0,180.0,74.0,0.8,4,none,0.0,2246.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3670.0,2790.0,40.8,132.0,50.0,2.4,3,bicycle,1540.0,17.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2780.0,1470.0,19.5,59.0,48.0,0.9,2,none,510.0,450.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
1620.0,1060.0,8.2,29.0,21.0,5.3,2,motorbike,0.0,541.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3750.0,2730.0,7.0,72.0,9.0,0.2,3,none,0.0,574.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2880.0,1720.0,25.9,128.0,50.0,0.4,2,none,0.0,570.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3620.0,2170.0,10.1,66.0,13.0,0.5,4,motorbike,1030.0,285.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
5080.0,2800.0,15.8,117.0,30.0,0.2,6,none,980.0,838.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
3010.0,2370.0,5.2,26.0,21.0,2.0,4,bicycle,1050.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1250.0,610.0,4.4,82.0,19.0,0.1,3,none,0.0,604.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1080.0,460.0,35.2,180.0,77.0,0.5,1,bicycle,520.0,71.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6080.0,2770.0,39.5,140.0,87.0,0.4,2,motorbike,1210.0,1323.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
3120.0,1720.0,4.7,40.0,6.0,1.4,4,motorbike,1430.0,8.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
580.0,390.0,27.7,124.0,33.0,0.6,2,none,0.0,125.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5620.0,3070.0,35.6,132.0,70.0,0.7,4,bicycle,1950.0,593.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
520.0,220.0,30.9,104.0,37.0,0.8,1,none,0.0,162.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
570.0,300.0,2.4,20.0,12.0,1.7,2,car,0.0,205.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
4750.0,3360.0,33.6,122.0,73.0,1.0,2,none,0.0,1128.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2940.0,2070.0,34.6,115.0,69.0,8.0,2,none,1120.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2250.0,1230.0,43.8,135.0,103.0,0.7,1,car,850.0,68.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1410.0,990.0,13.7,47.0,25.0,2.6,2,none,0.0,367.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2040.0,820.0,10.6,42.0,11.0,1.4,2,none,880.0,210.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1070.0,790.0,25.8,152.0,29.0,0.3,2,none,340.0,15.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1520.0,810.0,34.9,161.0,79.0,0.4,1,none,230.0,342.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
1210.0,880.0,31.9,149.0,42.0,0.4,2,car,140.0,161.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
660.0,300.0,4.9,17.0,7.0,4.7,2,bicycle,70.0,237.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
970.0,660.0,37.8,170.0,93.0,0.5,1,motorbike,170.0,137.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
6470.0,4570.0,10.6,53.0,12.0,1.0,3,motorbike,2600.0,1.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
4940.0,3150.0,26.1,104.0,45.0,1.0,3,none,2650.0,12.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
570.0,270.0,11.8,102.0,31.0,0.1,2,car,180.0,112.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2610.0,1170.0,36.4,167.0,48.0,0.7,2,car,0.0,1202.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
730.0,530.0,13.2,52.0,14.0,1.5,1,bicycle,220.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1270.0,820.0,13.5,86.0,26.0,0.3,2,motorbike,0.0,234.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1500.0,670.0,29.5,106.0,28.0,1.3,1,none,410.0,216.0,Focus on reducing debt,Emergency fund adequate,Do not invest aggressively,Car recommended
1430.0,1100.0,27.3,93.0,62.0,0.7,3,none,0.0,241.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1230.0,490.0,25.7,81.0,44.0,1.4,1,bicycle,0.0,586.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1030.0,730.0,13.0,54.0,38.0,2.1,2,motorbike,170.0,81.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
5350.0,3090.0,17.6,52.0,30.0,5.0,3,motorbike,1300.0,922.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
3250.0,1750.0,19.4,66.0,53.0,1.8,2,motorbike,0.0,1100.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2650.0,1110.0,41.8,127.0,99.0,3.6,3,motorbike,0.0,1281.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5640.0,4290.0,15.0,100.0,43.0,0.2,5,bicycle,0.0,794.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
2470.0,1690.0,1.9,24.0,8.0,2.0,3,none,1170.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3620.0,1720.0,10.2,66.0,25.0,0.6,6,none,1090.0,460.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1830.0,940.0,5.0,30.0,13.0,1.3,3,motorbike,460.0,335.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4570.0,2440.0,40.2,137.0,100.0,0.9,5,car,0.0,1469.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5990.0,3470.0,7.9,32.0,23.0,1.2,3,motorbike,0.0,1852.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6080.0,4180.0,39.7,145.0,76.0,0.4,4,none,690.0,678.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1350.0,850.0,15.3,46.0,36.0,4.0,1,none,0.0,384.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3880.0,2420.0,4.0,45.0,11.0,0.8,3,none,0.0,781.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4560.0,2630.0,11.1,34.0,20.0,6.8,5,motorbike,2220.0,7.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1320.0,700.0,44.5,167.0,72.0,0.3,3,bicycle,0.0,438.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
760.0,510.0,39.2,117.0,66.0,1.3,2,bicycle,160.0,72.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4770.0,2960.0,18.1,67.0,34.0,4.4,2,car,2230.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2000.0,1060.0,22.7,79.0,35.0,1.8,3,none,0.0,569.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
540.0,360.0,13.0,56.0,30.0,1.8,2,bicycle,0.0,99.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
4500.0,2110.0,35.1,136.0,56.0,0.3,4,bicycle,1260.0,1045.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
5730.0,3040.0,4.4,34.0,8.0,1.0,4,none,1840.0,782.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2280.0,1110.0,23.5,101.0,51.0,1.1,3,car,1190.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1280.0,830.0,38.1,172.0,85.0,0.6,1,none,0.0,429.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
940.0,430.0,35.9,156.0,84.0,0.5,2,none,290.0,205.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1820.0,1210.0,9.1,97.0,20.0,0.2,2,none,0.0,457.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
860.0,350.0,25.6,100.0,38.0,0.8,1,car,170.0,252.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
2570.0,1940.0,36.2,180.0,48.0,0.3,2,none,0.0,455.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2910.0,1450.0,6.0,60.0,5.0,0.4,2,motorbike,0.0,1118.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6380.0,2610.0,4.2,26.0,16.0,1.7,2,none,0.0,3436.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2440.0,1420.0,31.1,100.0,46.0,0.6,1,car,0.0,989.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5050.0,2110.0,6.5,82.0,13.0,0.3,3,none,0.0,1928.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2260.0,1200.0,13.4,87.0,12.0,0.3,2,none,390.0,396.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
5500.0,2820.0,21.9,118.0,33.0,0.7,5,none,1890.0,475.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
2320.0,1240.0,1.4,23.0,9.0,1.3,2,none,1010.0,50.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2200.0,1070.0,18.6,105.0,31.0,0.2,2,bicycle,1150.0,10.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
660.0,330.0,31.0,144.0,56.0,0.2,1,motorbike,270.0,38.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
400.0,240.0,44.4,149.0,101.0,1.8,2,none,0.0,136.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1290.0,910.0,37.1,107.0,39.0,1.1,2,motorbike,300.0,65.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
5280.0,2620.0,1.7,25.0,5.0,1.7,6,none,0.0,1481.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1400.0,770.0,40.2,180.0,40.0,0.2,1,none,0.0,575.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3410.0,2050.0,44.6,167.0,87.0,0.8,1,none,0.0,867.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1170.0,590.0,7.4,52.0,17.0,0.9,1,motorbike,0.0,434.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
6540.0,3390.0,36.9,92.0,66.0,8.0,3,bicycle,0.0,1700.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1920.0,960.0,22.4,98.0,24.0,1.3,2,none,0.0,588.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2480.0,1890.0,7.8,25.0,9.0,4.8,3,motorbike,1280.0,5.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2980.0,1840.0,40.0,156.0,85.0,2.2,2,none,0.0,929.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5620.0,2700.0,22.9,132.0,39.0,0.3,4,none,0.0,2573.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6150.0,4170.0,25.3,102.0,41.0,1.9,6,none,3070.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1620.0,1180.0,35.2,143.0,88.0,2.4,3,car,0.0,272.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2660.0,1500.0,9.3,56.0,14.0,1.0,3,none,0.0,689.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3410.0,2250.0,5.0,62.0,5.0,0.3,1,motorbike,0.0,1064.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1340.0,640.0,35.8,180.0,76.0,0.3,3,none,0.0,553.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
500.0,200.0,43.9,174.0,79.0,1.9,1,none,150.0,75.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
6310.0,3750.0,40.2,180.0,73.0,0.3,3,none,0.0,2563.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2970.0,1210.0,10.2,45.0,14.0,2.9,1,motorbike,0.0,1714.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2750.0,1270.0,30.1,95.0,75.0,3.9,2,bicycle,0.0,767.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
870.0,650.0,39.4,163.0,86.0,0.3,2,none,0.0,150.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2840.0,1150.0,2.3,66.0,5.0,0.2,2,motorbike,630.0,999.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
680.0,480.0,16.8,103.0,45.0,0.5,2,none,280.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2650.0,1510.0,14.8,77.0,28.0,0.3,1,bicycle,290.0,459.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
1390.0,740.0,16.9,83.0,23.0,0.8,3,none,0.0,462.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3320.0,2550.0,4.1,74.0,5.0,0.1,3,bicycle,0.0,464.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
1990.0,830.0,2.4,14.0,5.0,2.5,2,bicycle,840.0,215.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2780.0,2190.0,18.0,95.0,22.0,0.3,4,motorbike,0.0,416.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
490.0,230.0,40.8,124.0,47.0,1.3,2,none,100.0,150.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1300.0,910.0,14.7,68.0,35.0,2.3,2,motorbike,0.0,330.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1490.0,720.0,26.4,119.0,35.0,1.8,2,none,400.0,359.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
2190.0,1620.0,29.6,108.0,66.0,2.8,2,motorbike,570.0,1.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
960.0,720.0,33.7,107.0,79.0,2.9,1,none,0.0,180.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3120.0,2110.0,38.1,124.0,72.0,1.0,2,motorbike,0.0,571.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4500.0,1870.0,1.4,37.0,5.0,0.7,2,motorbike,2130.0,498.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1210.0,850.0,11.4,120.0,24.0,0.1,1,none,550.0,21.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
480.0,240.0,36.0,148.0,70.0,1.2,1,none,0.0,211.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2840.0,1380.0,28.0,84.0,37.0,6.5,3,none,0.0,908.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5660.0,4030.0,9.2,68.0,16.0,0.4,6,bicycle,2450.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2050.0,1510.0,27.8,132.0,18.0,0.5,3,none,0.0,447.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
710.0,300.0,2.2,18.0,5.0,1.7,2,none,170.0,209.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
4620.0,3080.0,28.0,136.0,43.0,0.5,5,none,0.0,1002.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
6190.0,3330.0,34.9,100.0,76.0,2.8,2,bicycle,0.0,1666.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
410.0,230.0,42.5,86.0,93.0,4.2,1,car,50.0,136.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5350.0,2680.0,22.0,118.0,30.0,0.4,2,none,720.0,1501.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2870.0,1490.0,27.1,135.0,66.0,0.8,4,none,0.0,780.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1380.0,930.0,24.5,112.0,58.0,1.0,1,motorbike,0.0,274.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2710.0,1950.0,2.7,18.0,5.0,4.0,5,motorbike,0.0,753.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3580.0,1970.0,20.7,62.0,33.0,2.5,3,none,0.0,809.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
550.0,390.0,31.8,122.0,42.0,0.3,2,none,280.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2880.0,1970.0,16.2,66.0,29.0,3.3,2,none,0.0,825.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6070.0,3380.0,39.1,167.0,81.0,0.1,2,none,1460.0,808.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
680.0,320.0,27.2,109.0,35.0,0.6,1,none,0.0,319.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2810.0,1880.0,15.0,119.0,25.0,0.1,5,motorbike,280.0,512.0,Debt is manageable,Build emergency fund,Invest moderately,Car recommended
1700.0,1050.0,29.8,101.0,55.0,1.8,2,none,0.0,555.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2010.0,770.0,39.0,157.0,69.0,0.5,1,bicycle,0.0,869.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5410.0,2870.0,15.2,67.0,30.0,1.7,3,none,0.0,1720.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
